stasjonsnr,Stasjonsnavn,Måleparameter,Versjon,Målested,Stasjontype,Status (i drift/nedlagt),Målestart (dato),Data kontrollert fra (dato),Data kontrollert til (dato),Evt. nedlagt (dato),Normal årsavrenning (l/s km2),Totalt feltareal (km2),"Bratthet (1085-gradient, m/km)",Myrprosent,Effektiv sjøprosent,Jordbruksprosent,Skogprosent,Innsjøprosent,Snaufjellprosent,Urbantareal prosent,Breprosent,Elvegradient (m/km),Elvelengde (km),Elvenavnhierarki,Elvetetthet (m/km),Vassdragsomr. nr.,Vassdragsomr. navn,Reguleringsgrad areal,"Reguleringsgrad mag,",Måleparameter kode,Høyde 10 persentil (m),Høyde 90 persentil (m),Medianhøyde (m),Høyeste punkt (m),Laveste punkt (m),Høyde over havet (m),ObjektID
6.9.0,"Akerselva, ndf. Maridalsvatn",Vannføring,2,Ikke angitt,"Privat, ikke pålagt",I drift,36526.583333333336,2000-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,208.97,10.79,2.4,4.1399999999999997,1.44,83.19,12.44,0,0.03,0,11.8,41.76,Nordmarkvassdraget,1978.28,006,Nordmarkvassdraget/kyst Gjersjøelva-Bygdøy,1,0.35,1001,254,612,445,716,148,149,3430
2.268.0,Akslen,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,22595.583333333332,1961-11-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,789.27,17.41,1.02,0.06,0.73,12.3,2.42,70.75,0,10.31,21.91,48.03,Bøvri/Otta/Vorma-Lågen/Glommavassdraget,1219.7,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,1013,2056,1526,2464,471,480,832
121.20.0,Åmot,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,31989.583333333332,1987-07-31T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,282.67,12.94,14.03,0.7,3.35,61.41,5.57,13.28,0.01,0,21.96,39.479999999999997,Svorka/Orkla,1657.07,121,Orkla/Orkdalsfjorden,0,0,1001,309,801,497,1215,199,210,13678
166.3.0,Andkilvatn,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,22160.583333333332,1960-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,249.4,27.84,0.67,5.18,0.04,7.59,14.73,66.599999999999994,0,6.99,23.77,38.75,Fagerbakkvassdraget,2424.91,166,Fagerbakkvassdraget og Laksåga/Sørfolda sør,0.71,1.06,1001,370,1135,907,1419,1,20,16304
186.2.0,Ånesvatn,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,35692.583333333336,1997-09-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,47.04,14.86,25.39,7.64,1.51,33.89,11.25,22.53,0,0,22.01,14.18,Åelva,1330.62,186,Andøya,0,0,1001,16,383,135,609,9,10,16824
26.20.0,Årdal,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,25603.583333333332,1970-05-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,77.25,23.19,2.25,2.2999999999999998,1.96,38.28,9.17,25.02,0,0,32.07,17.649999999999999,Moisåni/Sira,1821.77,026,Sira og Sokna/kyst Hidra-Sokndal,0,0,1001,284,642,518,747,109,105,8381
74.1.0,Årdalsvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,92.583333333333329,1900-04-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,978.68,29.74,0.5,1.47,0.03,12.21,8.23,74.239999999999995,0.15,2.9,29.58,53.62,Årdalsvassdraget,1531.03,074,Årdalsvassdraget/Årdalsfjorden,0.5,0.28999999999999998,1001,1027,1681,1372,2396,2,3,11148
2.32.0,Atnasjø,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,Ikke angitt,1984-09-18T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,463.3,9.6300000000000008,2.2799999999999998,1.08,0.5,22.34,1.97,68.44,0,0,12.35,60.39,Atna/Glommavassdraget,1281.58,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,827,1677,1236,2173,689,701,244
2.28.0,Aulestad,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,30682.583333333332,1984-04-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,869.75,10.54,13.75,0.05,6.75,58.21,2.67,8.01,0.14000000000000001,0,11.44,66.69,Gausa/Vorma-Lågen/Glommavassdraget,1421.48,002,Glommavassdraget/Hvaler og Singlefjorden,0.8,0.04,1001,561,1105,886,1515,195,200,230
123.21.0,Aune,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,23012.583333333332,1967-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1355.72,11.82,12.1,2.63,0.43,17.940000000000001,9.15,53.32,0.03,0,13.97,64.08,Nidelvvassdraget,1958.8,123,Nidelvvassdraget/Strindfjorden,0.86,0.64,1001,669,1250,891,1789,295,294,14049
16.128.0,Austbygdåi,Vannføring,1,Kum,Konsesjonspålagt stasjon,I drift,28041.583333333332,1976-10-08T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,342.92,23.92,5.59,0.14000000000000001,0.89,33.29,4.3499999999999996,53.69,0.04,0,24.65,47.67,Austbygdåi/Skiensvassdraget,1790.09,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,771,1322,1152,1481,202,230,6138
20.2.0,Austenå,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,8893.5833333333339,1924-05-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Tovdalsvassdraget,Ikke angitt,020,Tovdalsvassdraget/Lillesand kommune,0.25,0.06,1001,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,225,7511
27.15.0,Austrumdal (Austrumdalsvatnet),Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,29323.583333333332,1986-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,60.85,21.39,1.1599999999999999,5.48,0.36,11.25,13.27,66.83,0,0,22.75,23.25,Austrumdalsåna/Bjerkreimvassdraget,1904.89,027,Bjerkreimvassdraget/kyst Sokndal-Ogna,0,0,1001,534,825,716,935,309,309,8574
86.10.0,Åvatn (Ommedalsvatnet),Vannføring,1,Innsjø,"Privat, ikke pålagt",I drift,27250.583333333332,1974-08-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,162.13,25.74,8.09,1.49,0.78,27.52,6.23,55.6,0,0.54,33.14,31.65,Gjengedalsvassdraget,2105.8200000000002,086,Gjengedalsvassdraget/Frøysjøen og ytre Nordfjord sør,0,0,1001,456,1136,788,1464,19,27,12389
12.290.0,Bagn,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,24746.583333333332,1967-10-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2980.46,5.17,9.5500000000000007,0.93,3.52,40.57,8.07,29.34,0.11,0.01,9.94,123.69,Drammensvassdraget,1387.71,012,Drammensvassdraget/Drammensfjorden vest,0.98,0.42,1001,692,1552,1065,1901,218,210,4555
2.227.0,Barkaldfoss,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,12785.583333333334,1935-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,6633.12,1.94,8.4,0.13,2.78,39.700000000000003,4.04,36.880000000000003,0.1,0,2.31,184.47,Glommavassdraget,1500.32,002,Glommavassdraget/Hvaler og Singlefjorden,0.99,0.12,1001,758,1287,966,1848,438,446,732
237.1.0,Båtsfjord,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,29465.583333333332,1980-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,21.93,21.54,0.87,1.38,0,0.19,2.4700000000000002,96.5,0,0,36.72,6.81,Storelva,898.65,237,Vesterelvvassdraget/kyst Båtsfjordnæringen-Hamningberg,0,0,1001,184,444,299,481,142,141,17849
156.10.0,Berget,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,18349.583333333332,1950-03-25T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,210.69,20.68,0.7,0.84,0.06,12.1,4.03,46.51,0,32.799999999999997,24.15,35.65,Langvassåga/Ranavassdraget,1926.26,156,Ranavassdraget/Ranafjorden nord,0.11,0,1001,327,1326,867,1583,55,61,15422
12.97.0,Bergheim,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,7427.583333333333,1920-05-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,4232.4399999999996,9.25,7.43,0.17,1.76,35.14,6.89,44.26,0.18,0.59,9.8800000000000008,113.87,Hallingdalsvassdraget/Drammensvassdraget,1628.52,012,Drammensvassdraget/Drammensfjorden vest,0.85,0.45,1001,749,1594,1170,1933,136,152,4111
16.189.0,Bjønntjønn,Vannføring,1,Innsjø,"Privat, ikke pålagt",I drift,33424.583333333336,1991-07-05T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,33.82,10.91,6.89,1.68,0.2,86.38,5.14,0.69,0,0,17.7,12.72,Grytåi/Vest-vassdraget/Skiensvassdraget,1893.72,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,667,879,765,1021,525,532,6252
27.16.0,Bjordal,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,30980.583333333332,1984-10-25T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,123.81,22.42,1.32,0.31,7.0000000000000007E-2,9.2200000000000006,9.51,72.989999999999995,0,0,26.79,25.27,Oreåna/Bjerkreimvassdraget,2326.7199999999998,027,Bjerkreimvassdraget/kyst Sokndal-Ogna,0,0,1001,572,857,771,965,210,210,8578
8.2.0,Bjørnegårdssvingen,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,25112.583333333332,1968-10-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,190.77,19.63,1.73,7.0000000000000007E-2,5.23,83.66,2,0,4.1900000000000004,0,19.04,24.8,Sandvikselva,1998.55,008,Sandvikselva,0,0,1001,152,516,378,681,4,6,3725
156.13.0,Bjørnfoss,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,19952.583333333332,1954-08-16T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,306.54000000000002,23.19,0.55000000000000004,0.13,0,7.03,2.02,67.14,0,18.690000000000001,26.85,42.49,Blakkåga/Raudvassåga/Langvassåga/Ranavassdraget,1513.48,156,Ranavassdraget/Ranafjorden nord,0.36,0,1001,479,1259,975,1563,67,100,15432
15.53.0,Borgåi,Vannføring,2,Ikke angitt,Konsesjonspålagt stasjon,I drift,Ikke angitt,1997-10-14T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,93.83,21.51,11.4,0.44,0.28999999999999998,46.64,4.6100000000000003,28.98,0,0,20.149999999999999,19.649999999999999,Borgåi/Numedalslågen,2193.36,015,Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen,0,0,1001,902,1192,1052,1312,762,770,5557
78.8.0,Bøyumselv,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,30302.583333333332,1982-12-17T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,40.46,19.39,0.2,0.15,0.19,20.149999999999999,0.38,31.62,0,41.07,77.72,5.78,Storelvi,1025.08,078,Vetlefjorden og Fjærlandsfjorden,0,0,1001,224,1626,1287,1732,37,40,11993
23.4.0,Brådlandsvatn,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,8267.5833333333339,1922-08-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,58.94,-2.57,7.39,3.43,1.76,74.010000000000005,12.9,2.52,0,0,-11.56,0.52,Trylandselva/Audna,1857.12,023,Audna/kyst Mandal by-Lindesnes,0.86,0.3,1001,281,428,338,548,177,176,8134
37.27.0,Breiborgvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,35065.583333333336,1996-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,12.43,116.33,0.14000000000000001,2.81,0,8.34,7.41,84.14,0,0,123.01,6.49,Elgjuvsåna/Saudavassdraget,2372.59,037,Saudavassdraget/Saudafjorden og Sandsfjorden nord,0,0,1001,726,1327,992,1534,665,770,9376
2.15.0,Breiddalsvatn ndf.,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,15342.583333333334,1942-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,127.39,6.73,0.75,6.04,0,1.84,11.2,85.28,0,0.87,17.739999999999998,23.39,Otta/Vorma-Lågen/Glommavassdraget,1705.93,002,Glommavassdraget/Hvaler og Singlefjorden,1,0.4,1001,932,1506,1192,1855,882,900,167
104.24.0,Bruå  overføringstunnel,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,28404.583333333332,1977-10-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Indre mardøla/Mardøla/Eira,Ikke angitt,104,Eira/langfjorden,Ikke angitt,Ikke angitt,1001,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,Ikke angitt,1100,13232
15.23.0,Bruhaug,Vannføring,2,Ikke angitt,Konsesjonspålagt stasjon,I drift,9609.5833333333339,1964-04-08T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,3464.1,7.13,7.66,1.0900000000000001,0.67,32.28,9.5500000000000007,46.56,0.02,0,5.83,179.83,Numedalslågen,1910.94,015,Numedalslågen og Siljanvassdraget/kyst Sandefjord-Mølen,0.96,0.52,1001,815,1325,1185,1538,198,200,5496
84.21.0,Brulandsfoss ndf.,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,34114.583333333336,1993-05-25T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,573.13,3.96,3.7,5.0199999999999996,3.54,30.15,9.76,42.54,0.16,4.01,21.73,56.84,Jølstra,1573.65,084,Jølstra/Førdefjorden,0.72,0.06,1001,247,1278,758,1647,13,19,12280
16.154.0,Brusetbekken,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,31956.583333333332,1987-06-28T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,7.72,8.58,1.74,0.36,4.8,90.37,1.68,0,0,0,7.18,4.04,Skiensvassdraget,1704.48,016,Skiensvassdraget/Langesundsfjorden,0,0,1001,123,220,145,306,69,80,6197
2.290.0,Brustuen,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,24394.583333333332,1966-10-14T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,254,21.82,1.25,0.56000000000000005,0.78,9.36,4.7699999999999996,72.209999999999994,0,8.27,26.8,32.200000000000003,Bøvri/Otta/Vorma-Lågen/Glommavassdraget,1475.96,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,1009,1853,1461,2219,661,685,918
76.15.0,Bruvollelvi,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,34229.583333333336,1995-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,7.69,49.65,0,7,0,0,14.28,85.78,0,0,51.28,4.7,Bruvollelvi/Jostedøla,829.53,076,Jostedøla/Lusterfjorden vest,0,0,1001,1359,1531,1413,1608,1242,1240,11718
62.5.0,Bulken (Vangsvatnet),Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,-2919.4166666666665,NA,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1091.6500000000001,19.440000000000001,2.81,0.87,3.33,34.24,4.04,51.98,0.34,0.28000000000000003,19.53,61.39,Vossovassdraget,2745.1,062,Vossovassdraget/Bolstadfjorden,0.86,0,1001,391,1328,929,1603,45,51,10251
12.150.0,Buvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,22868.583333333332,1962-08-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,25.05,21.96,14.86,4.7,0.11,71.42,12.58,0.02,0,0,18.649999999999999,10.08,Rukkedøla/Hallingdalsvassdraget/Drammensvassdraget,1798.75,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,863,1038,956,1086,842,838,4275
2.165.0,Bygdin ndf.,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,8108.583333333333,1922-03-13T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,307.77,7.55,1.33,13.06,0,0,18.11,78.61,0,1.95,9.48,41.65,Vinstra/Vorma-Lågen/Glommavassdraget,1697.35,002,Glommavassdraget/Hvaler og Singlefjorden,0.99,0.84,1001,1057,1817,1396,2330,1044,1050,598
83.6.0,Byttevatn,Vannføring,1,Innsjø,Forvaltningsstasjon,I drift,23743.583333333332,1965-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,104.54,37.99,0.73,1.68,0,6.72,10.91,80.53,0,0.67,44.89,19.34,Eldalselva/Gaularvassdraget,1890.71,083,Gaularvassdraget/Dalsfjorden,0,0,1001,730,1294,1061,1503,484,484,12156
234.14.0,Cærrogæsjokka,Vannføring,1,Ikke angitt,Forvaltningsstasjon,I drift,28520.583333333332,1978-01-30T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,45.9,11.62,9.0500000000000007,0.18,0,72.23,2.81,14.69,0,0,10.46,10.9,Cærrugæsjåkka/Iesjåkka/Karasjåkka/Tana,1119.82,234,Tana/Tanafjorden sør,0,0,1001,353,437,391,490,291,295,17767
173.8.0,Coarveij,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,26456.583333333332,1972-06-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,62.83,13.69,7.0000000000000007E-2,9.5399999999999991,0,0,14.22,83.82,0,1.6,23.19,14.31,Coarvvejokka/Skjomavassdraget,1274.29,173,Skjomavassdraget/Ofotfjorden sør,0,0,1001,941,1365,1101,1581,917,918,16588
109.29.0,Dalavatn,Vannføring,1,Innsjø,"Privat, ikke pålagt",I drift,27364.583333333332,1974-10-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,85.45,24.01,2.1800000000000002,0.37,0,12.03,4.84,73.599999999999994,0,0.5,34.49,15.83,Grøa/Driva,1273.07,109,Driva/tTngvollfjorden og Sunndalsfjorden,0,0,1001,763,1527,1210,1805,441,440,13353
91.2.0,Dalsbøvatn,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,12727.583333333334,1934-11-04T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,25.72,7.12,3.52,4.78,1.35,5.55,10.27,64.55,0,0,20.149999999999999,8.24,Storelva,1305.04,091,Sildegapet,0,0,1001,67,504,295,532,47,47,12775
26.22.0,Deg,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,25934.583333333332,1973-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,68.959999999999994,15.62,0.1,2.93,0,0,13.02,86.87,0,0,16.690000000000001,14.68,Deg/Sira,2219.8200000000002,026,Sira og Sokna/kyst Hidra-Sokndal,0.12,0,1001,901,1076,1013,1188,713,680,8388
205.6.0,Didnojokka,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,29099.583333333332,1979-09-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,110.87,31.12,0.27,0.54,0,0.67,6.49,92.02,0,0,27.5,19.23,Did'nujåkka/Skibotnvassdraget,1099.55,205,Skibotnvassdraget/Lyngen: Skibotn-Kåfjorden,0,0,1001,774,1100,939,1173,520,521,17162
35.16.0,Djupadalsvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,33151.583333333336,1990-10-05T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,45.34,38.729999999999997,5.03,4.47,0.48,36.85,10.81,41.95,0,0,34.94,20.350000000000001,Vormo,2319.1999999999998,035,Ulla og Førreelva/Jøsenfjorden og Erfjorden,0,0,1001,413,910,648,1127,327,338,9050
2.129.0,Dølplass,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,2992.5833333333335,1908-03-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2013.76,4.25,6.15,0.08,1.61,25.13,1.76,55.97,0.04,0,10.95,97.95,Folla/Glommavassdraget,1266.72,002,Glommavassdraget/Hvaler og Singlefjorden,0.28000000000000003,0.11,1001,872,1440,1162,1848,526,530,490
2.303.0,Dombås,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,24770.583333333332,1967-10-25T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,493.62,17.13,3.59,0.09,0.09,11.83,3.85,78.08,0,0.26,23.05,45.92,Jora/Vorma-Lågen/Glommavassdraget,-999,002,Glommavassdraget/Hvaler og Singlefjorden,0,0,1001,965,1751,1362,2213,567,570,958
26.5.0,Dorgefoss,Vannføring,1,Elv - kunstig profil,Konsesjonspålagt stasjon,I drift,4858.583333333333,1913-04-19T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,808.53,6.74,0.79,0.7,0.28999999999999998,8.7200000000000006,13.58,74.25,0,0,8.09,74.53,Sira,2778.1,026,Sira og Sokna/kyst Hidra-Sokndal,0.99,1.2,1001,745,1191,979,1421,459,480,8345
109.20.0,Driva v/Grensehølen,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,23434.583333333332,1964-02-27T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1630.25,10.52,2.2799999999999998,0.16,2.21,19.04,3.09,68.349999999999994,0.18,0.19,15,94.72,Driva,1333.34,109,Driva/tTngvollfjorden og Sunndalsfjorden,0.21,0.25,1001,688,1605,1285,2284,208,220,13326
109.9.0,Driva v/Risefoss,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,12845.583333333334,1933-07-06T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,745.99,15.87,1.27,0.03,0.21,7.58,2.17,84.3,0,0.28999999999999998,19.78,54.69,Driva,1083.25,109,Driva/tTngvollfjorden og Sunndalsfjorden,0,0,1001,1070,1686,1400,2284,547,549,13303
109.21.0,Driva v/Svoni,Vannføring,1,Elv - kunstig profil,Forvaltningsstasjon,I drift,25569.583333333332,1970-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,135.96,33.270000000000003,2.92,0.03,0.02,0.92,1.23,87.35,0,0.68,32.54,19.760000000000002,Driva,1399.24,109,Driva/tTngvollfjorden og Sunndalsfjorden,0,0,1001,1076,1574,1287,2284,983,985,13331
122.11.0,Eggafoss,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,15071.583333333334,1941-04-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,655.17999999999995,15.12,14.35,0.15,1.88,27.16,3.22,41.78,0.03,0,14.59,45.16,Gaula,2318.09,122,Gaula/kyst Viggjaneset-Flakk,0.3,0,1001,648,1046,869,1287,278,330,13927
12.178.0,Eggedal,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,26248.583333333332,1972-01-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,310.58999999999997,22.18,6.91,0.59,1.51,62.43,3.4,20.6,0.03,0,25,39.799999999999997,Simoa/Drammensvassdraget,1829.32,012,Drammensvassdraget/Drammensfjorden vest,0,0,1001,429,1193,891,1465,161,170,4345
2.460.0,Eide,Vannføring,1,Elv - naturlig profil,Konsesjonspålagt stasjon,I drift,30975.583333333332,1984-10-20T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,7968.23,2.98,1.82,0.11,2.16,21.82,3.73,64.38,0.08,3.37,2.93,126.45,Vorma-Lågen/Glommavassdraget,1132.82,002,Glommavassdraget/Hvaler og Singlefjorden,0.83,0.09,1001,817,1798,1343,2466,240,241,1369
50.3.0,Eidfjordvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,10380.583333333334,1928-06-01T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1166.02,19.440000000000001,6.72,0.46,0.15,5.42,6.24,77.84,0,2,17.239999999999998,77.5,Eidfjordvassdraget,3333.55,050,"Eidfjordvassdraget, Kinso og Sima/kyst Krossanes-Osafjorden",0.54,0.28999999999999998,1001,1061,1502,1257,1849,17,19,9849
104.2.0,Eikesdalsvatn,Vannføring,1,Innsjø,Konsesjonspålagt stasjon,I drift,863.58333333333337,1902-05-12T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,1091.6400000000001,14.11,0.42,2.59,0.24,5.98,8.92,78.05,0,0.61,17.93,78.91,Eira,1263.56,104,Eira/langfjorden,0.72,0.5,1001,1038,1650,1326,1959,21,22,13175
16.117.0,Elvarheim,Vannføring,1,Kum,Konsesjonspålagt stasjon,I drift,25059.583333333332,1968-08-09T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,2354.09,10.26,3.62,2.57,0.62,36.090000000000003,10.18,47.35,7.0000000000000007E-2,0.15,11.33,116.72,Vest-vassdraget/Skiensvassdraget,2380.5100000000002,016,Skiensvassdraget/Langesundsfjorden,0.92,0.62,1001,752,1508,1131,1722,75,78,6107
2.604.0,Elverum,Vannføring,1,Ikke angitt,Konsesjonspålagt stasjon,I drift,25486.583333333332,1969-10-10T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,15449.93,1.89,10.07,0.1,1.83,52,3.25,26.69,0.1,0,2.04,335.17,Glommavassdraget,1331.47,002,Glommavassdraget/Hvaler og Singlefjorden,1,0.1,1001,506,1206,882,2173,175,183,1510
159.12.0,Engabreelv,Vannføring,1,Elv - naturlig profil,Forvaltningsstasjon,I drift,31925.583333333332,1987-05-28T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,40.42,111.29,0,4.17,0,0.11,0.03,5.54,0,93.28,119.45,11.73,Engabreelva,6900.59,159,Vestre Svartisen og Rødøy kommune,0.87,0,1001,931,1387,1220,1580,12,16,15760
159.3.0,Engabrevatn,Vannføring,1,Kum,Konsesjonspålagt stasjon,I drift,25378.583333333332,1969-06-24T14:00:00Z,2023-12-31T14:00:00Z,Ikke angitt,Ikke angitt,53.33,130.01,0,2.34,0.01,4.07,2.38,17.23,0,73.010000000000005,103.23,13.63,Engabreelva,12178.27,159,Vestre Svartisen og Rødøy kommune,0.73,0,1001,459,1376,1202,1580,9,5,15732
