Stasjonsnr;Stasjonsnavn;Måleparameter;Versjon;Målested;Stasjontype;Status (i drift/nedlagt);Målestart (dato);Data kontrollert fra (dato);Data kontrollert til (dato);Evt. nedlagt (dato);Normal årsavrenning (l/s km2);Totalt feltareal (km2);Bratthet (1085-gradient, m/km);Myrprosent;Effektiv sjøprosent;Jordbruksprosent;Skogprosent;Innsjøprosent;Snaufjellprosent;Urbantareal prosent;Breprosent;Elvegradient (m/km);Elvelengde (km);Elvenavnhierarki;Elvetetthet (m/km);Vassdragsomr. nr.;Vassdragsomr. navn;Reguleringsgrad areal;Reguleringsgrad mag,;Måleparameter kode;Høyde 10 persentil (m);Høyde 90 persentil (m);Medianhøyde (m);Høyeste punkt (m);Laveste punkt (m);Høyde over havet (m);ObjektID
62.18.0;Svartavatn;Vannføring;1;Innsjø;Privat, ikke pålagt;I drift;04.07.1987;04.07.1987;31.12.2023;Ikke angitt;Ikke angitt;72,41;32,5;0,47;0,34;0,56;30,77;3,93;59,45;0;0;34;21,83;Tysseelvi;2596,63;062;Vossovassdraget/Bolstadfjorden;0;0;1001;424;1010;780;1101;208;219;10289
85.3.0;Svartebotten;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;01.01.1981;01.01.1981;31.12.2023;Ikke angitt;Ikke angitt;4,63;Ikke angitt;0;2,64;0;0;5,63;94,41;0;0;Ikke angitt;Ikke angitt;Norddalselva;-999;085;Oselvvassdraget/Flora kommune;0;0;1001;649;1122;877;1201;531;480;12344
2.464.0;Svartelva;Vannføring;1;Elv - naturlig profil;Privat, ikke pålagt;I drift;03.04.1986;03.04.1986;31.12.2023;Ikke angitt;Ikke angitt;458,04;9,3;6,72;0,19;20,51;67,52;1,48;0;1,06;0;9,38;47,74;Svartelvvassdraget/Vorma-Lågen/Glommavassdraget;1222,77;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;195;568;314;760;132;131;1384
16.75.0;Tannsvatn (Lognvikvatnet);Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;18.03.1955;16.04.1955;31.12.2023;Ikke angitt;Ikke angitt;118,02;22,51;19,5;-999;1,6;52,06;7,12;15,1;0,15;0;19,81;12,32;Tansåi/Vest-vassdraget/Skiensvassdraget;2115,76;016;Skiensvassdraget/Langesundsfjorden;0;0;1001;760;1111;936;1292;696;697;6025
189.3.0;Tennevikvatn;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;10.03.1978;10.03.1978;31.12.2023;Ikke angitt;Ikke angitt;85,41;18,35;4,15;3,28;0,41;39,47;8,73;43,29;0;0,04;25,96;23,54;Tennevikelva;1623,93;189;Skoddebergvassdraget/Skånland kommune;0;0;1001;150;772;367;1303;37;40;16835
24.9.0;Tingvatn (Lygne);Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;14.10.1994;14.10.1994;31.12.2023;Ikke angitt;Ikke angitt;272,16;12,18;6,32;3,12;1,24;40,97;9,75;35,33;0,05;0;14,82;43,12;Lygna;1991,98;024;Lygna/kyst Lindesnes-Lista;0;0;1001;388;833;640;963;183;185;8194
18.11.0;Tjellingtjernbekk;Vannføring;1;Kum;Forvaltningsstasjon;I drift;10.09.1981;10.09.1981;31.12.2023;Ikke angitt;Ikke angitt;1,95;74,4;4,72;1,51;0;68,08;1,99;10,48;0;0;72,78;1,65;Gjerstadvassdraget;848,76;018;Vegårsvassdraget og Gjerstadvassdraget/kyst Kragerø-Tromøya;0;0;1001;279;466;397;501;222;223;7030
161.7.0;Tollåga;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1972;01.09.1972;31.12.2023;Ikke angitt;Ikke angitt;225,68;14,9;4,33;0,02;0,09;12,51;3,72;70,2;0;0;13,98;45,63;Tollåga/Beiarelva;2370,81;161;Beiarelva, Morsdalsfjorden og Nordfjorden;0;0;1001;573;1080;842;1407;369;370;15926
139.35.0;Trangen;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;02.12.1978;02.12.1978;31.12.2023;Ikke angitt;Ikke angitt;852,25;5,98;13,91;2,07;0,46;43,71;9,89;27,65;0,01;0;9,22;92,76;Sanddøla/Namsen;4896,28;139;Namsen/Namsfjorden øst;0;0;1001;422;826;600;1383;127;137;14908
20.11.0;Tveitdalen;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;12.07.1972;12.07.1972;31.12.2023;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Tovdalsvassdraget;Ikke angitt;020;Tovdalsvassdraget/Lillesand kommune;0;0;1001;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;190;7544
39.1.0;Tysvær;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;04.12.1974;04.12.1974;31.12.2023;Ikke angitt;Ikke angitt;3,34;4,77;15,17;15,72;0,16;6,65;18,2;0;0;0;6,61;3,63;Kyst Nedstrand-Haugesund-Tittelsnes;2001,46;039;Kyst Nedstrand-Haugesund-Tittelsnes;0;0;1001;25;47;35;65;10;10;9417
80.4.0;Ullebøelv;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;22.01.1928;12.05.1927;31.12.2023;Ikke angitt;Ikke angitt;8,31;59,66;2,66;1,21;0;19,11;3,55;69,31;0;0;70,14;5,88;elv i Ullebødalen/Dyrneslielva;-999;080;ytre Sognefjorden nord: Kyrkjebø-Risnes;0;0;1001;529;818;674;883;329;330;12087
2.265.0;Unsetåa;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;10.11.1961;10.11.1961;31.12.2023;Ikke angitt;Ikke angitt;620,09;4,99;7,55;0,09;1,16;42,84;1,2;44,92;0;0;8,19;45,93;Rena/Glommavassdraget;1034,36;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;614;1136;959;1436;315;340;816
12.209.0;Urula;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;29.02.1984;29.02.1984;31.12.2023;Ikke angitt;Ikke angitt;554,12;11,77;6,28;0,45;0,95;67,75;5,04;18,58;0;0;13,49;49,61;Urula/Drammensvassdraget;1753,53;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;560;1099;916;1283;220;220;4428
2.607.0;Vålåsjø;Vannføring;1;Ikke angitt;Privat, ikke pålagt;I drift;23.10.1979;23.10.1979;31.12.2023;Ikke angitt;Ikke angitt;125,42;24,37;9,27;1,08;0,38;18,7;1,92;55,93;0;0;26,99;24,56;Folla/Glommavassdraget;1409,24;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;956;1500;1154;1709;936;936;1525
117.4.0;Valen (Laksvatnet);Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;01.01.1981;01.01.1981;31.12.2023;Ikke angitt;Ikke angitt;39,28;5,7;28,95;4,75;0,41;36,87;10,69;1,73;0;0;9,61;15,2;Lakselva;1981,83;117;Hitra kommune;0;0;1001;59;149;96;296;4;10;13601
234.13.0;Veahkkava, Iesjokka;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;12.10.1989;12.10.1989;31.12.2023;Ikke angitt;Ikke angitt;2078,98;2,05;10,73;0,86;0,01;31,24;10,91;37,76;0;0;3,49;119,25;Iesjåkka/Karasjåkka/Tana;1191,4;234;Tana/Tanafjorden sør;0;0;1001;366;500;435;1015;182;179;17760
31.10.0;Venekvev;Vannføring;1;Elv - kunstig profil;Konsesjonspålagt stasjon;I drift;17.12.1987;17.12.1987;31.12.2023;Ikke angitt;Ikke angitt;1,61;85,62;0;1,23;0;0;7,68;92,54;0;0;69,47;2,66;Tjodanåna/Lysevassdraget;4102,8;031;Lysevassdraget/Lysefjorden;0;0;1001;881;1026;964;1087;806;810;8802
16.127.0;Viertjern;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;06.07.1977;06.07.1977;31.12.2023;Ikke angitt;Ikke angitt;46,72;21,22;5,68;1,74;0;0;10,59;83,73;0;0;21,09;12,56;Austbygdåi/Skiensvassdraget;1712,51;016;Skiensvassdraget/Langesundsfjorden;0;0;1001;1181;1357;1277;1450;1113;1110;6133
83.2.0;Viksvatn (Hestadfjorden);Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;22.05.1902;22.05.1902;31.12.2023;Ikke angitt;Ikke angitt;508,13;13,91;1,95;3,47;1,82;23,58;10;56,61;0;3,75;19,26;56,75;Gaularvassdraget;1776,48;083;Gaularvassdraget/Dalsfjorden;0;0;1001;325;1304;892;1633;144;146;12147
12.207.0;Vinde-elv;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;03.11.1981;01.01.1982;31.12.2023;Ikke angitt;Ikke angitt;269,88;14,37;16,79;1,27;1,16;32,51;7,72;23,08;0;0;22,74;27,84;Vinda/Neselvi/Drammensvassdraget;1557,61;012;Drammensvassdraget/Drammensfjorden vest;0;0;1001;866;1200;1013;1677;561;560;4416
2.463.0;Vismunda;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;17.04.1986;17.04.1986;31.12.2023;Ikke angitt;Ikke angitt;191,8;18,02;16,35;0,04;3,83;74,7;1,98;0,79;0;0;17,51;40,33;Vismunda/Vorma-Lågen/Glommavassdraget;-999;002;Glommavassdraget/Hvaler og Singlefjorden;0;0;1001;482;879;700;1070;189;190;1380
104.23.0;Vistdal;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;17.11.1975;17.11.1975;31.12.2023;Ikke angitt;Ikke angitt;66,51;58,51;3,72;0,16;2,46;32,36;2,38;55,05;0;0;64,67;14,38;Visa;2263,99;104;Eira/langfjorden;0;0;1001;285;1140;777;1526;49;50;13228
196.7.0;Ytre Fiskeløsvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;16.07.1960;16.07.1960;31.12.2023;Ikke angitt;Ikke angitt;54,42;12,86;5,75;15,65;1,12;35,85;20,58;30,02;0;0;11,88;15,65;Lakselva (aursfjorden);2504,42;196;Målselvvassdraget/Malangen;0;0;1001;170;767;318;1237;157;160;16921
25.32.0;Knabåni;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;03.03.1993;03.03.1993;31.12.2023;Ikke angitt;Ikke angitt;46;40,56;4,89;0,52;0,47;15,83;5,81;65,67;0;0;34,37;16,18;Knabeåni/Kvina;2244,02;025;Kvina/Fedafjorden;0;0,02;1001;546;905;773;987;372;390;8288
311.6.0;Nybergsund;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;04.09.1908;04.09.1908;31.12.2023;Ikke angitt;Ikke angitt;4424,85;2,36;9,5;2,49;0,81;44,81;10,18;26,35;0,05;0;2,42;207,68;Trysilelva;1056,7;311;Vanern-gøta elv's sidenedbørfelt klaraelven;0,02;0;1001;674;1076;831;1752;347;350;18003
103.3.0;Rauma v/Stuguflåten;Vannføring;2;Elv - naturlig profil;Forvaltningsstasjon;I drift;21.04.1912;08.05.1971;31.12.2023;Ikke angitt;Ikke angitt;377,02;2,63;0,62;0,21;1,83;19,32;3,54;70,87;0,02;2,3;4,08;22,31;Rauma;1160,39;103;Rauma/Romsdalsfjorden;0,02;0;1001;670;1736;1347;2012;519;515;13004
208.3.0;Svartfossberget;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;15.07.1981;15.07.1981;31.12.2023;Ikke angitt;Ikke angitt;1932,29;5,61;4,55;0,04;0,04;15,45;3,27;71,88;0;0;4,77;84,33;Reisavassdraget;1216,59;208;Reisavassdraget/Reisafjorden;0,02;0;1001;528;902;704;1360;83;88;17238
2.291.0;Tora;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;26.10.1966;26.10.1966;31.12.2023;Ikke angitt;Ikke angitt;262,07;27,24;0;0,45;0;0,07;6,57;87,66;0;5,33;29,31;28,38;Tora/Otta/Vorma-Lågen/Glommavassdraget;-999;002;Glommavassdraget/Hvaler og Singlefjorden;0,02;0;1001;1253;1753;1515;2007;705;700;924
244.2.0;Neiden;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.09.1978;01.09.1978;31.12.2023;Ikke angitt;Ikke angitt;2947,19;1,89;18,8;0,63;0,02;57,27;12,97;8,63;0,1;0;2,63;137,51;Neidenvassdraget;1047,49;244;Neidenvassdraget/Munkfjorden;0,02;0,04;1001;137;319;231;444;26;25;17881
103.1.0;Ulvåa v/Storhølen;Vannføring;2;Kum;Forvaltningsstasjon;I drift;07.05.1971;07.05.1971;31.12.2023;Ikke angitt;Ikke angitt;435,51;14,54;0,9;0,17;0,2;10,88;4,19;80,59;0;2,5;21,26;31,46;Ulvåa/Rauma;980,83;103;Rauma/Romsdalsfjorden;0,04;0;1001;955;1661;1372;1995;495;498;12995
209.4.0;Lillefossen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;25.06.1961;25.06.1961;31.12.2023;Ikke angitt;Ikke angitt;330,6;15,89;0,9;0,14;0,03;11,41;4,27;80,35;0;0;22,77;41,95;Navitelva;1123,64;209;Kvænangsvassdraget/Kvænangen sør;0,05;0;1001;454;1082;866;1322;29;25;17257
27.20.0;Gya;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;13.06.1933;13.06.1933;31.12.2023;Ikke angitt;Ikke angitt;60,49;11,35;2,68;0,54;1,22;19,9;7,81;55,79;0;0;34,13;15,03;Hellelandselva;2289,81;027;Bjerkreimvassdraget/kyst Sokndal-Ogna;0,06;0;1001;475;762;648;901;200;210;8584
196.26.0;Høgskarhus;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;20.05.1983;20.05.1983;31.12.2023;Ikke angitt;Ikke angitt;862,74;11,28;4,72;0,04;0,03;17,04;3;71,6;0;0,39;17,38;44,93;Divielva/Målselvvassdraget;1432,21;196;Målselvvassdraget/Malangen;0,06;0;1001;561;1224;837;1710;137;151;16966
151.21.0;Joibakken;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.10.1972;01.10.1972;31.12.2023;Ikke angitt;Ikke angitt;2623,11;6,3;6,18;0,38;0,66;39,08;5,66;37,9;0,02;0,47;7,81;120,59;Vefsna;1878,23;151;Vefsna/Vefsnfjorden sør;0,06;0;1001;413;1108;769;1692;55;60;15103
100.1.0;Valldøla v/Alstad;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1984;01.01.1984;31.12.2023;Ikke angitt;Ikke angitt;226,31;26,79;0,46;0,18;0,28;10,57;5,6;78,59;0;2,84;22,4;29,06;Valldøla;1162,63;100;Valldøla/Norddalsfjorden nord og Storfjorden øst;0,08;0;1001;740;1490;1184;1756;265;265;12973
89.1.0;Hornindalsvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;01.04.1900;01.04.1900;31.12.2023;Ikke angitt;Ikke angitt;379,72;9,61;3,42;10,55;3,42;42,79;14,89;31,51;0,06;0,28;19,47;48,12;Hornindalsvassdraget;3450,26;089;Hornindalvassdraget/Nordfjord nord;0,08;0,01;1001;53;1034;564;1568;53;53;12747
151.28.0;Laksfors;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.11.1952;01.11.1952;31.12.2023;Ikke angitt;Ikke angitt;3653,4;6,08;6,23;0,22;0,6;39,58;5,95;38,21;0,03;0,39;7,03;137,62;Vefsna;1984,44;151;Vefsna/Vefsnfjorden sør;0,09;0;1001;392;1071;753;1692;35;38;15116
196.35.0;Målselvfossen;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;23.03.1965;23.03.1965;31.12.2023;Ikke angitt;Ikke angitt;3110,65;7,29;4,55;0,2;0,66;25,27;4,56;60,93;0,01;0,49;6,23;104,27;Målselvvassdraget;1483,03;196;Målselvvassdraget/Malangen;0,1;0,06;1001;247;1224;799;1710;22;30;16985
36.52.0;Kvanndalså;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.07.1999;01.07.1999;31.12.2023;Ikke angitt;Ikke angitt;68,94;38,94;0,12;0,25;0;3,46;5,76;85,66;0;0,12;40,61;17,53;Roaldkvamsåna/Suldalsvassdraget;2808,82;036;Suldalsvassdraget/Sandsfjorden sør og Hylsfjorden;0,1;0,1;1001;930;1525;1355;1651;635;638;9222
156.10.0;Berget;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;27.03.1950;25.03.1950;31.12.2023;Ikke angitt;Ikke angitt;210,69;20,68;0,7;0,84;0,06;12,1;4,03;46,51;0;32,8;24,15;35,65;Langvassåga/Ranavassdraget;1926,26;156;Ranavassdraget/Ranafjorden nord;0,11;0;1001;327;1326;867;1583;55;61;15422
96.3.0;Hareidselv;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;29.08.1985;29.08.1985;31.12.2023;Ikke angitt;Ikke angitt;40,37;18,5;1,02;5,56;5,04;35,66;11,01;17,18;0,73;0;24,36;6,77;Hareidselva;887,45;096;Hareidlandet og Gurskøya;0,11;0;1001;19;456;201;667;18;2;12856
26.22.0;Deg;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.01.1971;01.01.1973;31.12.2023;Ikke angitt;Ikke angitt;68,96;15,62;0,1;2,93;0;0;13,02;86,87;0;0;16,69;14,68;Deg/Sira;2219,82;026;Sira og Sokna/kyst Hidra-Sokndal;0,12;0;1001;901;1076;1013;1188;713;680;8388
103.40.0;Rauma v/Horgheim;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;06.05.1971;06.05.1971;31.12.2023;Ikke angitt;Ikke angitt;1099,42;12,32;0,93;0,06;1,05;17,62;4,25;72,81;0,01;1,86;9,57;57,78;Rauma;1107,86;103;Rauma/Romsdalsfjorden;0,12;0,03;1001;743;1639;1301;2012;57;60;13057
103.19.0;Rauma v/Venge;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;21.04.1972;21.04.1972;31.12.2023;Ikke angitt;Ikke angitt;1114,66;11,07;0,92;0,06;1,08;17,81;4,23;72,47;0,01;1,9;9,55;63,24;Rauma;1107,14;103;Rauma/Romsdalsfjorden;0,12;0,03;1001;817;1725;1622;2012;7;9;13037
161.18.0;Selfors bru;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.06.1998;01.06.1998;31.12.2023;Ikke angitt;Ikke angitt;789,22;7,77;2,79;0,02;0,83;26,69;2,83;58,07;0,01;4,42;16,94;52,37;Beiarelva;1929,93;161;Beiarelva, Morsdalsfjorden og Nordfjorden;0,13;0;1001;358;1130;748;1626;8;40;15958
2.461.0;Fossen;Vannføring;1;Kum;Forvaltningsstasjon;I drift;13.04.1984;13.04.1984;31.12.2023;Ikke angitt;Ikke angitt;224,98;13,77;2,25;0,94;2,2;85,05;7,25;0,03;1,09;0;13,57;33,98;Nitelva/Glommavassdraget;1870,11;002;Glommavassdraget/Hvaler og Singlefjorden;0,13;0,08;1001;258;608;465;702;131;130;1374
172.5.0;Melkedal (Litlevatn);Vannføring;1;Innsjø;Konsesjonspålagt stasjon;I drift;19.06.1938;19.06.1938;31.12.2023;Ikke angitt;Ikke angitt;90,43;24,58;4,26;5,77;0,12;38,57;13,11;34,67;0;0,7;31,4;25,22;Sørelva;2244,79;172;Forsåvassdraget/Efjorden;0,14;0,23;1001;108;774;452;1426;53;53;16547
307.5.0;Murusjø;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;27.03.1925;27.03.1925;31.12.2023;Ikke angitt;Ikke angitt;345,62;4,76;13,22;5,52;0,77;53,88;8,95;16,11;0;0;7,39;45,98;Muruelva/Faxälven;2136,98;307;Ångermanelven;0,17;0;1001;338;853;565;1268;311;311;17955
122.9.0;Gaulfoss;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;Ikke angitt;19.05.1958;31.12.2023;Ikke angitt;Ikke angitt;3085,86;6,88;16,4;0,01;2,66;38,8;2,71;33,6;0,07;0;7,55;117,37;Gaula;2238,17;122;Gaula/kyst Viggjaneset-Flakk;0,18;0;1001;476;1046;765;1325;45;55;13916
84.20.0;Holsenvatn;Vannføring;1;Ikke angitt;Forvaltningsstasjon;I drift;02.07.1983;02.07.1983;31.12.2023;Ikke angitt;Ikke angitt;71,48;62,77;3,72;5,04;2,65;34,26;6,21;48,12;0;0;68,15;14,19;Holsaelva/Jølstra;1558,14;084;Jølstra/Førdefjorden;0,19;0;1001;221;1057;733;1426;131;135;12275
311.460.0;Engeren;Vannføring;1;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1983;01.01.1983;31.12.2023;Ikke angitt;Ikke angitt;394,83;5,57;13,09;2,94;0,97;50,6;4,05;28,89;0,02;0;8,66;46,68;Engera/Trysilelva;1252,92;311;Vanern-gøta elv's sidenedbørfelt klaraelven;0,2;0;1001;643;1027;887;1208;472;472;18051
174.11.0;Taraldsvikelv;Vannføring;1;Elv - kunstig profil;Forvaltningsstasjon;I drift;02.03.1972;02.03.1972;31.12.2023;Ikke angitt;Ikke angitt;2,84;236,94;0,23;0;0;14,71;0,21;83,84;0;0;262,84;2,29;Taraldsvikelva;1621,12;174;Indre Ofotfjorden;0,21;0;1001;475;1054;764;1270;292;292;16687
109.20.0;Driva v/Grensehølen;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;27.02.1964;27.02.1964;31.12.2023;Ikke angitt;Ikke angitt;1630,25;10,52;2,28;0,16;2,21;19,04;3,09;68,35;0,18;0,19;15;94,72;Driva;1333,34;109;Driva/tTngvollfjorden og Sunndalsfjorden;0,21;0,25;1001;688;1605;1285;2284;208;220;13326
74.15.0;Utla;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;29.04.1971;29.04.1971;31.12.2023;Ikke angitt;Ikke angitt;439,54;37,36;0,4;0,03;0,02;12,18;2,18;78,76;0,06;5,06;37,86;40,86;Årdalsvassdraget;1320,32;074;Årdalsvassdraget/Årdalsfjorden;0,23;0;1001;923;1855;1435;2396;40;50;11187
20.2.0;Austenå;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;06.05.1924;06.05.1924;31.12.2023;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Tovdalsvassdraget;Ikke angitt;020;Tovdalsvassdraget/Lillesand kommune;0,25;0,06;1001;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;Ikke angitt;225;7511
196.21.0;Skogly;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1974;01.09.1974;31.12.2023;Ikke angitt;Ikke angitt;1186,58;11,11;5,54;0,15;0,04;16,58;3,49;71,17;0;0,3;15,91;50,53;Divielva/Målselvvassdraget;1464,83;196;Målselvvassdraget/Malangen;0,25;0,16;1001;513;1157;855;1710;119;120;16955
76.10.0;Myklemyr;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;25.05.1978;25.05.1978;31.12.2023;Ikke angitt;Ikke angitt;575,82;27,01;0,17;0,11;0,75;14,83;3,54;49,78;0;27,75;21,97;53,57;Jostedøla;757,98;076;Jostedøla/Lusterfjorden vest;0,26;0,39;1001;578;1730;1383;2084;79;88;11693
23.8.0;Gaupefossen;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;12.11.1988;12.11.1988;31.12.2023;Ikke angitt;Ikke angitt;343,87;5,29;5,64;0,72;3,8;80,38;6,83;1,02;0,11;0;7,32;50,15;Audna;1871,06;023;Audna/kyst Mandal by-Lindesnes;0,27;0,06;1001;202;464;353;565;21;24;8139
2.129.0;Dølplass;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;10.03.1908;10.03.1908;31.12.2023;Ikke angitt;Ikke angitt;2013,76;4,25;6,15;0,08;1,61;25,13;1,76;55,97;0,04;0;10,95;97,95;Folla/Glommavassdraget;1266,72;002;Glommavassdraget/Hvaler og Singlefjorden;0,28;0,11;1001;872;1440;1162;1848;526;530;490
153.1.0;Storvatn;Vannføring;1;Kum;Forvaltningsstasjon;I drift;15.11.1916;15.11.1916;31.12.2023;Ikke angitt;Ikke angitt;48;47,55;0,64;8,05;0,3;10,94;12,74;63,53;0;0;57,7;14,61;Leirelva;1434,12;153;Leirfjord kommune;0,29;0;1001;87;830;559;984;50;51;15208
111.5.0;Toåa v/Talgøyfoss;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;01.01.1937;01.01.1944;31.12.2023;Ikke angitt;Ikke angitt;150,39;31,36;0,87;0,51;0,23;11,95;5,18;79,75;0;0;38,39;25,34;Toåa;1839,8;111;Kyst Tingvollfjorden-Surnadalsfjorden;0,29;0;1001;538;1248;973;1623;88;80;13446
122.11.0;Eggafoss;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;05.04.1941;01.04.1941;31.12.2023;Ikke angitt;Ikke angitt;655,18;15,12;14,35;0,15;1,88;27,16;3,22;41,78;0,03;0;14,59;45,16;Gaula;2318,09;122;Gaula/kyst Viggjaneset-Flakk;0,3;0;1001;648;1046;869;1287;278;330;13927
48.1.0;Sandvenvatn;Vannføring;1;Innsjø;Forvaltningsstasjon;I drift;05.11.1908;05.11.1908;31.12.2023;Ikke angitt;Ikke angitt;470,22;40,24;1,13;1,22;0,42;21,24;7,13;59,49;0,07;7,22;34,25;31,18;Opo;2407,42;048;Opo/Sørfjorden vest;0,3;0,01;1001;669;1470;1185;1645;84;88;9682
166.1.0;Lakshola;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;01.09.1916;01.09.1916;31.12.2023;Ikke angitt;Ikke angitt;230,41;18,57;0,43;1,82;0,02;16,7;12,9;48,25;0;0,97;23,29;27,43;Laksåga;2116,27;166;Fagerbakkvassdraget og Laksåga/Sørfolda sør;0,33;0,06;1001;355;959;536;1324;9;20;16296
156.13.0;Bjørnfoss;Vannføring;1;Elv - naturlig profil;Forvaltningsstasjon;I drift;16.08.1954;16.08.1954;31.12.2023;Ikke angitt;Ikke angitt;306,54;23,19;0,55;0,13;0;7,03;2,02;67,14;0;18,69;26,85;42,49;Blakkåga/Raudvassåga/Langvassåga/Ranavassdraget;1513,48;156;Ranavassdraget/Ranafjorden nord;0,36;0;1001;479;1259;975;1563;67;100;15432
73.4.0;Sælthun;Vannføring;1;Elv - naturlig profil;Konsesjonspålagt stasjon;I drift;18.04.1961;18.04.1961;31.12.2023;Ikke angitt;Ikke angitt;789,96;21,62;1,02;0,14;0,35;11,21;7,01;77,91;0;0,05;21,69;60,12;Lærdalsvassdraget;1682,02;073;Lærdalsvassdraget/Lærdalsfjorden;0,39;0,31;1001;1002;1623;1380;1918;181;183;10809
71.1.0;Skjerping;Vannføring;2;Ikke angitt;Konsesjonspålagt stasjon;I drift;15.06.1908;10.06.1968;31.12.2023;Ikke angitt;Ikke angitt;268,36;39,64;6;0,01;1,2;22,27;1,17;67,22;0;0,18;47,16;24,15;Nærøydalselvi;2266,8;071;Nærøyelvi/Fresvikbreen;0,4;0,01;1001;731;1345;1015;1604;52;60;10570
