"stasjonsnr","navn","areal_km2","sjo_prosent","normalQ_m3s","lowflow_m3s","nifs_high_m3s","rffa_high_m3s"
"85.3.0","Svartebotten",0.19,0,0.0280345,0.00064493253958095,0.634133332296954,0.227660981204307
"2.464.0","Svartelva",461.03,1.47,6.4405891,0.511069935777662,53.6783634298405,43.7565191600784
"208.3.0","Svartfossberget",1931.78,3.29,31.0630224,3.68783974831716,594.776144394505,515.087224289351
"156.8.0","Svartisdal",122.17,6.55,12.4075852,0,88.2263985254183,58.5965218330033
"12.167.0","Svenkerud",3488.58,7.42,99.8780454,5.78376415678848,813.869502284662,680.450502448139
"121.22.0","Syrstad",2276.77,2.86,49.4969798,4.22654853842564,514.997207292794,336.499118038414
"16.75.0","Tannsvatn (Lognvikvatnet)",118.12,7.16,2.8632288,-118.108188,0,1.35379319173117e+24
"174.11.0","Taraldsvikelv",2.89,0.18,0.1321308,0.0105597717431013,3.35342568088957,1.52960435395829
"134.3.0","Teksdal",105.09,13.88,5.1452064,0.647518458662987,39.5059275490706,27.1614026414453
"189.3.0","Tennevikvatn",85.48,8.69,3.9038716,0.522499680199949,33.0368740777977,25.8557030213041
"12.136.0","Tisleifjord ndf.",625.59,9.93,14.8014594,4.51530871176322,115.26679213187,128.495232922422
"18.11.0","Tjellingtjernbekk",2.05,1.87,0.059696,0.000957946464347435,1.05243652782666,0.630218123358291
"95.4.0","Vatnevatnet",38.72,11.36,3.1804608,0.212225313542316,21.5223554954408,16.609586639581
"234.13.0","Veahkkava, Iesjokka",2080.49,10.95,26.9215406,4.96084490459264,240.539772088224,299.582225175684
"31.10.0","Venekvev",1.73,7.17,0.1481572,0.0220346743557614,1.91445614839838,0.99880160748168
"16.127.0","Viertjern",46.33,10.59,1.1740022,0.101292585972858,17.728230846286,14.6386904279133
"83.2.0","Viksvatn (Hestadfjorden)",507.78,9.98,45.9236232,4.84500474753554,305.197492708051,234.101784440608
"12.207.0","Vinde-elv",270.73,7.7,4.9110422,0.334766974254401,51.129369548655,55.3313159383988
"2.463.0","Vismunda",191.88,1.98,4.3863768,0.237736738968584,57.8329467684787,36.8902541512767
"196.7.0","Ytre Fiskeløsvatn",54.55,20.54,1.725962,0.251436093025589,10.6586572383453,7.65874816745743
"83.7.0","Grønengstølsvatn",64.97,5.3,7.7431246,0,76.2378946910497,46.7961010668769
"41.8.0","Hellaugvatn",27.69,8.32,3.2901258,0.179946603806563,39.3363297602379,26.8784978266982
"81.1.0","Hersvikvatn (Hagevatnet)",2.18,5.56,0.158486,-2.179782,0,5.54913910820049e+22
"50.1.0","Hølen",231.2,8.69,13.208456,0.653557973809438,116.392099224504,75.4954671797986
"12.171.0","Hølervatn",81.42,7.3,1.4875434,0.110584862734189,16.6837660035903,14.9793910687656
"206.2.0","Holm bru",345.38,8.76,8.0231774,0.397196781212507,130.039898861319,137.79750053015
"84.20.0","Holsenvatn",63.61,6.48,4.4342531,0.315481609529684,38.9568162842589,32.0995886630666
"89.1.0","Hornindalsvatn",380.42,14.89,23.6392988,4.3154877706273,113.775604655853,88.5135045131397
"170.5.0","Kaldvågvatn",12.72,18.64,0.4651704,0.0589337238937319,3.11317488086104,1.97008677051085
"247.3.0","Karpelva",124.66,5.53,2.1404122,0.197911727509829,30.0663695280856,20.8762476096005
"19.73.0","Kilåi bru",63.35,9.15,2.046205,0.0653956618494144,21.3255818127445,17.4367204692055
"16.194.0","Kilen",118.26,5.12,2.7270756,0.117342569212483,25.535545642557,23.8789463340931
"212.11.0","Kista",6178.39,7.57,80.5044217,73.4568793366141,719.052808791589,685.116395392307
"12.228.0","Kistefoss",3703.06,7.51,60.3969086,19.4586581350538,387.538422793252,317.600706577401
"25.32.0","Knabåni",46.02,5.79,3.4657662,0.160553880596056,42.4851507305829,29.2555062532272
"2.142.0","Knappom",1642.88,2.24,25.2017792,2.94122264733567,261.219910592491,155.674354548302
"303.2.0","Kobvatn",83.24,24.05,4.4833064,0,24.7878201279648,17.4450626283825
"12.200.0","Kolbjørnshus",2062.67,4,36.6948993,3.05541746255218,395.865800816849,305.070696632538
"74.26.0","Koldedalen",2.91,0.93,0.1714863,0,0,5.99270618049333e+22
"178.1.0","Langvatn",15.1,7.78,0.990409,0.33308413162918,10.0935199442175,6.84918840246262
"151.11.0","Lavvatn",73.53,5.19,5.5934271,0.270140396593033,64.6963609427435,46.3930002114372
"156.27.0","Leiråga",44.07,3.37,4.8454965,0,60.848004361676,36.2028589288946
"128.9.0","Leksdalsvatn",165.12,13.79,5.6751744,0.737528002877002,32.9576666025441,21.4647445095743
"2.275.0","Liavatn",208.86,5.15,10.5348984,0,102.159143386875,71.8595504840698
"196.11.0","Lille Rostavatn",526.52,5.76,16.7380708,2.22052896633445,102.870598393833,99.7387283028994
"2.145.0","Losna",11201.72,4.53,263.0163856,47.0508316358361,1965.04893914635,1445.39267928614
"194.1.0","Lysvatnet",129.49,10.97,9.0889031,1.23986304249688,74.4632213226946,56.7637903803158
"104.22.0","Midtre Mardalsvatn",12.65,12.45,0.6887925,0.0593555087134725,8.32045511833601,5.3710180636141
"307.5.0","Murusjø",229.62,10.25,5.2537056,0.548323803924221,31.4601604427799,24.3518659298556
"160.14.0","Navnløsvatn",4.32,19.31,0.3119472,0.295544655246991,1.96133381816365,0.836924361290351
"2.168.0","Nedre Bjørnhølen",467.69,18.88,17.8283428,1.73300319573472,98.8716203748325,77.404038793421
"2.13.0","Nedre Sjodalsvatn",479.78,9.71,19.0616594,0,140.339592874958,118.150894249398
"230.1.0","Nordmannset",19.55,14.69,0.6316605,0.0611278868069003,6.18315516801048,4.53728667690547
"88.30.0","Nordre Oldevatn",195.26,4.39,15.4665446,0,121.34182985713,77.4812016837106
"208.2.0","Oksfjordvatn",235.74,4.47,8.592723,0.68129002931264,70.4581766253723,61.8631663664141
"16.10.0","Omnesfoss",810.41,6.47,23.4775777,1.97668945707322,250.613337360258,194.817486163816
"35.9.0","Osali (Botnavatnet)",22.47,12.96,2.0969004,0.115495697701948,17.675019794277,12.8705709700569
"105.1.0","Osenelv v/Øren",138.24,8.25,7.2064512,0.877222133846067,55.3077598317269,47.3678695021004
"15.79.0","Ossjøen",1178.54,13.95,31.8912924,2.7931162197642,244.959589700779,238.216991172538
"138.1.0","Øyungen",236.18,6.33,12.3852792,1.00721282593977,119.668535202158,104.608628621833
"48.5.0","Reinsnosvatn",40.36,9.92,3.5581376,0.955706172603381,14.0229812471308,6.0784392309632
"119.4.0","Rovatn",196.1,7.38,10.038359,0.87504295163918,67.3010641705576,59.3819918785631
"140.2.0","Salsvatn",431.07,14.07,26.4159696,3.26582766725038,137.50349827162,106.189853138664
"48.1.0","Sandvenvatn",363.66,7.3,29.1909882,1.71005372892329,252.090000470171,194.85334153046
"177.4.0","Sneisvatn",29.13,10.1,2.6939424,0.358564555968455,31.1090112806715,20.7124790832203
"131.2.0","Store Grønsjø",2.2,4.58,0.097042,-2.19978,0,4.51227718080976e+22
"12.15.0","Strømstøa",4648.85,7.45,93.8602815,16.1876939972349,692.188884675126,500.321958108387
"88.11.0","Strynsvatn",478.6,6.29,29.515262,0,199.343963691406,143.265249747854
"24.9.0","Tingvatn (Lygne)",271.71,9.73,16.4900799,1.36964229929059,138.087345232943,115.087483131391
"111.5.0","Toåa v/Talgøyfoss",151.1,5.15,8.949653,0.625496912526612,107.659091356201,74.2567684219145
"161.7.0","Tollåga",225.63,3.73,9.7269093,1.40611244374315,122.49921014521,72.3503702371663
"2.291.0","Tora",262.44,6.92,12.3582996,0.396033825980718,130.747918978815,94.1741939416297
"139.35.0","Trangen",852.05,9.9,32.906171,4.3410013180484,317.509189639169,195.731810526262
"39.1.0","Tysvær",3.43,17.82,0.1484847,0.00271730642824706,1.34101481997639,0.668324022897107
"80.4.0","Ullebøelv",8.38,3.54,0.823335,0.0397166224476522,12.353247089062,8.45942531097382
"103.1.0","Ulvåa v/Storhølen",435.4,4.21,16.15334,0.760157747082484,176.64899268048,132.504362274283
"2.265.0","Unsetåa",622.27,1.2,9.7945298,1.35214091422724,135.514570562379,90.4447392241657
"12.209.0","Urula",553.42,5.08,12.0977612,0.761134971091015,146.233502156874,106.943886024903
"74.15.0","Utla",442.2,2.18,23.777094,0,272.896160316752,160.228567832444
"2.416.0","Vågåvatn",3363.29,4.77,106.952622,0,816.686243262531,610.185000316366
"16.139.0","Vågslidvatn",204.07,11.3,13.7237075,0.582981925134682,102.893297795852,76.668202813171
"2.607.0","Vålåsjø",125.45,1.9,1.8252975,0.117034090378474,24.1185328816735,22.2912079695343
"117.4.0","Valen (Laksvatnet)",39.84,10.63,1.7665056,0.25202037581255,12.5032228289467,9.21045685350876
"100.1.0","Valldøla v/Alstad",226.55,5.62,12.256355,0.757481983607408,135.552739869555,89.3678958681582
"166.13.0","Vallvatn",51.72,3.99,2.2979196,0.220797327903949,26.7212124928868,18.6979541923584
"157.3.0","Vassvatn",15.72,9.58,1.7428764,0.408522627132385,17.8172566387976,12.8964015298671
"127.11.0","Veravatn",175.37,5.09,7.1621108,0.409777112933513,57.6686777092202,47.243339178734
"156.17.0","Virvatn",79.48,4,2.6101232,0.0727946189133569,25.2500763371279,18.1408938887192
"104.23.0","Vistdal",66.53,2.38,4.0090978,0.409309794577031,55.5982947217167,36.631547929562
"86.10.0","Åvatn (Ommedalsvatnet)",161.19,6.22,12.9532284,0.47940585630457,126.979628642847,131.302620166163
"159.3.0","Engabrevatn",51.04,2.35,6.4254256,0,57.7126075768004,31.9165909034154
"186.2.0","Ånesvatn",46.81,11.27,2.2693488,0.645327914186864,15.7628764174358,12.5920335837481
"74.1.0","Årdalsvatn",979.72,8.23,48.643098,3.09739956199257,370.865557624541,285.391106833027
"62.5.0","Bulken (Vangsvatnet)",1087.95,4.03,72.9905655,3.69595157978119,591.559124758869,431.225547690957
"83.6.0","Byttevatn",96.38,10.96,8.7956388,0.687682388960941,95.6690112892127,66.190452989468
"50.3.0","Eidfjordvatn",1154.81,6.21,50.5922261,1.40746846723843,447.108872744634,493.980685232696
"311.460.0","Engeren",191.52,1.29,3.4148016,0.304262568246033,22.4407358651088,16.3304937380613
