"stasjonsnr","navn","areal_km2","sjo_prosent","normalQ_m3s","lowflow_m3s","nifs_high_m3s","rffa_high_m3s"
"109.21.0","Driva v/Svoni",136.11,1.22,2.9780868,0.0861329852498028,37.5984818369249,29.3156290381326
"55.5.0","Dyrdalsvatn",3.37,3.64,0.4069275,0.0234244811799755,6.30733494504859,3.99706178002543
"122.11.0","Eggafoss",655.43,3.22,17.3164606,1.10025676647182,196.965761431849,146.52892741649
"12.178.0","Eggedal",311.58,3.39,7.0697502,0.304754398989394,78.5423491205056,61.9082938193037
"2.460.0","Eide",7968.39,3.75,200.4846924,32.639418492299,1547.32743256737,1203.56560147987
"16.117.0","Elvarheim",2357.88,10.23,99.9269544,10.844918996391,610.131994540872,504.471839319934
"139.26.0","Embrethølen",494.13,4.51,24.2271939,1.31641194146719,240.428097167958,137.484570038032
"159.12.0","Engabreelv",38.2,0.01,5.262814,0,42.7115619972015,23.6159551190309
"101.1.0","Engsetvatn",40,11.25,2.198,0.268015244772683,16.2727433406113,10.9416353119325
"126.2.0","Engstad",20.41,0,0.5057598,0.109310997573318,7.75944128231498,4.84552736734866
"2.415.0","Espedalsvatn",94.74,7.86,1.7754276,0.484913261617331,17.7868302636295,17.5142659646318
"12.70.0","Etna",567.82,4.67,9.8971026,0.788469395753508,91.4368236278361,87.9240021421166
"2.595.0","Faukstad",1477.95,4.81,38.574495,3.55805989296909,334.650209661581,252.059674271003
"75.28.0","Feigumfoss",48.06,5.96,2.6341686,0.0863859154526414,27.7881796199223,18.015269076522
"97.1.0","Fetvatn (Fitjavatnet)",89.05,2.31,7.7571455,0.931097854077323,83.0881307725104,58.215550436729
"12.193.0","Fiskum",51.06,1.4,0.829725,0.0464539069363058,15.8085810011018,9.81403240951793
"63.12.0","Fjellanger",12.79,5.06,1.2058412,0.0454128831843312,17.5915010517952,10.2726498353182
"42.16.0","Fjellhaugen",7.36,6.67,0.8543488,0.0388053390998939,12.1622072097348,7.82629111377739
"157.4.0","Flostrand",33.08,6.47,3.9454516,0.713850061908319,29.8259553468029,22.969252415243
"2.592.0","Fokstua",26.73,0,0.5364711,0.0164734695018842,11.0355228824381,7.17042460244389
"46.9.0","Fønnerdalsvatn",6.62,5.49,0.969499,0,10.8104004589279,5.22285055392371
"94.19.0","Førdselva v/Gjersdal bru",76.33,5.73,5.3682889,0.26036660516951,38.8258326964519,32.5955885851505
"74.18.0","Fornabu",53.32,2.58,2.1546612,0.0946822738622234,34.545440199526,20.8669507477999
"156.15.0","Forsbakk",56.27,2.23,4.9692037,0.27846022639193,70.1723515301838,40.9183609242599
"142.1.0","Første Aunvatn",87.85,5.92,7.013944,0.684049533593765,98.0633892745043,60.9532817897053
"75.18.0","Fortun",464.46,7.56,24.5374218,0,259.490372619835,162.096000492646
"2.461.0","Fossen",225.1,7.24,4.821642,0.370755309369063,84.9645732091352,57.5801461894483
"196.36.0","Fosshaug",1960.49,8.53,56.2464581,7.42243604080376,454.934223083597,347.070160671215
"125.2.0","Fossing",163.05,11.13,5.3627145,0.789730136877802,35.5037980994921,27.9672026024354
"73.21.0","Frostdalen",25.67,7.57,1.1433418,0.0285639047482905,11.7030098807733,8.46320022784034
"2.328.0","Fundin ndf.",252.99,5.99,4.8725874,0.668200006534664,44.8447540780641,39.9327367608651
"173.22.0","Gamnes",797.92,8.26,28.3500976,3.0480598556317,267.607019516327,249.771542359306
"122.16.0","Gaua",80.56,1.39,1.675648,0.194762204502714,32.7492058194081,21.951735367142
"122.9.0","Gaulfoss",3086.93,2.71,82.1432073,8.18392134526772,845.932504087622,572.496121973147
"23.8.0","Gaupefossen",344.39,6.8,18.0701433,0.801198376111945,165.672057569924,115.88063574743
"12.164.0","Geilo bru",576.18,11.55,24.0382296,0.807623011496766,161.47722988133,161.425379599423
"121.29.0","Gisnås",94.39,0.68,2.3210501,0.123757526579926,39.9129738259631,25.2589675859308
"27.25.0","Gjedlakleiv",636.96,12.71,52.0205232,10.4209979673047,413.521926159514,332.925369738772
"5.3.0","Gjersjøen ndf.",82.01,5.16,1.2604937,0.109631434069023,14.7422591495097,12.0330255045548
"18.10.0","Gjerstad",236.22,3.68,6.96849,0.257179796918109,78.5614937618916,59.7030674306363
"87.2.0","Gloppenelva v/Eidsfoss",605.14,5.88,44.6109208,0,293.882033039987,0
"88.15.0","Grasdøla",34.17,7.52,2.0505417,0,28.229897541236,16.9576241912482
"19.79.0","Gravå",6,0.45,0.1392,0.0026874536700292,3.13898792424118,1.80576937253935
"2.235.0","Grimsmoen",626.51,1.27,7.3051066,1.19026186270069,91.0841661237357,74.9956632701
"36.13.0","Grimsvatn",34.33,3.66,3.299113,0.149010474610048,38.8529459647496,27.1510050458987
"180.1.0","Grønlivatn",7.59,3.78,0.4594227,0.0775206202858995,5.4587491684934,3.17850534989707
"16.66.0","Grosettjern",6.53,7.6,0.1253107,0.0134723386247584,2.90121482625783,2.19931547812136
"16.122.0","Grovåi",42.19,3.81,1.2138063,0.0664967756802189,13.4911700508103,11.6571881505681
"12.197.0","Grunke",184.13,2.16,5.2790071,0.174625659687658,72.5294595496896,56.7019112933495
"127.6.0","Grunnfoss",878.89,4.93,39.4182165,-878.802111,381.230252021644,0
"6.10.0","Gryta",6.99,2.84,0.1567158,0.00712578615909555,3.02156304541261,1.71291758736532
"19.78.0","Grytå",19.34,14.43,0.5871624,0.0357751067463674,5.44120197920949,4.67276047406667
"27.20.0","Gya",60.75,7.89,5.61573,0.331084353903878,72.7429070525281,50.5429691145448
"16.51.0","Hagadrag",725.76,6.32,19.1092608,2.8613215528643,121.95322497464,196.954564660665
"109.35.0","Håkådalselv",23.73,7.16,0.8632974,0.0576182625370521,11.9028347231036,8.19023317296704
"128.8.0","Håkkadalbrua",2140.97,10.16,77.3318364,11.0214462025437,414.252425032332,320.913243799977
"15.49.0","Halledalsvatn",59.52,6.18,1.0046976,0.0548238487449297,10.2306371797611,11.2435483058969
"212.49.0","Halsnes",144.12,3.78,3.8465628,0.353906102760943,51.2327394256958,40.4330812788416
"12.212.0","Hangtjern",10.98,2.58,0.1867698,0.00671313040054845,4.49578001650297,2.66161755741877
"96.3.0","Hareidselv",40.26,10.96,2.4079506,0.27633288884058,16.8744316519126,13.5633882291118
"212.9.0","Harestrømmen",6073.66,7.62,78.8968434,68.8734152443749,705.842193989289,696.405034892346
"35.2.0","Hauge bru",394.5,18.56,34.49508,2.7153091219148,317.416375554784,208.631987122418
"28.7.0","Haugland",140.05,6.35,7.2363835,0.592214195814151,85.5202808030963,53.7672118371702
"83.12.0","Haukedalsvatn ndf.",205.99,9.38,19.5814094,0,136.609946515466,100.466224020198
"68.2.0","Havelandselv",20.78,4.64,2.4071552,0.142403682136259,34.0030434353895,23.6416746427603
"22.20.0","Håverstad",1055.72,10.71,58.4657736,4.39663588575024,504.213583108785,407.816901822156
"124.12.0","Hegra bru",1870.8,5.42,75.374532,7.51167305907638,675.068528404223,508.538235643496
"27.24.0","Helleland",186.12,8.6,14.9491584,1.57240381705386,153.011298825265,111.705009994277
"205.8.0","Helligskogen",367.22,6.76,6.8229476,0.377713260126123,80.5191946380273,93.0334082974991
"3.22.0","Høgfoss",299.7,2.44,4.789206,0.40077903686558,67.3719449783105,44.0635568343361
"124.2.0","Høggås bru",494.7,8.17,20.411322,1.91078660246116,176.060569965988,131.076159320102
"196.26.0","Høgskarhus",863.38,3,19.1929374,3.23505815747108,243.480931243293,198.139473743271
"38.1.0","Holmen",117.35,8.37,12.7406895,1.51823013292086,106.593165749063,77.2392406189995
"15.61.0","Holmfoss i Numedalslågen",5202.23,7.74,114.969283,11.9726158734621,885.172286378108,483.821058511459
"16.193.0","Hørte",156.74,3.51,4.678689,0.157813703491794,35.8013000736408,30.7545939283225
"84.11.0","Hovefoss",233.86,5.13,21.1198966,1.23222447366683,219.14867959656,153.039211794534
"21.43.0","Hovet",1798.86,11.32,96.7966566,4.62158029694689,746.326227119713,546.539452098061
"122.17.0","Hugdal bru",546.07,1.57,12.8381057,1.23594044698069,164.495388472548,125.012259480841
"2.269.0","Hummelvoll",2421.75,7.35,45.14142,8.43274098708362,402.599400265573,318.661826026085
"103.20.0","Isa v/Morstøl bru",44.28,2.25,3.0092688,0.311243901239681,43.5703729483041,24.2572950312138
"203.2.0","Jægervatn",93.92,10.4,4.597384,0.386593439863792,37.0218024390332,26.8789606038684
"12.286.0","Jaren ndf.",112.23,2.35,1.5566301,0.127472819305347,21.7048020636735,18.7906412853208
"26.26.0","Jogla",30.96,3.17,2.0582208,0.0589401316257868,34.201249951817,20.1694457907996
"151.21.0","Joibakken",2620.59,5.66,104.299482,10.657257088867,899.614766768012,565.313094941673
"84.15.0","Jølstervatn ndf.",384.93,11.76,33.8969358,0,158.023262704581,126.971930554098
"15.21.0","Jondalselv",127.7,3.43,3.109495,0.160286968625347,41.6152990154695,28.7414749032774
"163.6.0","Jordbrufjell",69.88,5.56,2.6218976,0.478899224785913,30.8115406912941,23.0011699135489
"163.5.0","Junkerdalselv",420.55,2.44,15.4552125,1.30012168316668,166.594414272442,104.404547070617
"11.5.0","Justad",112.12,8.18,2.4565492,0.170949714052051,24.7534102312392,22.6670936520207
"61.8.0","Kaldåen",15.41,2.92,1.4799764,0.0544721554586404,27.3819750924344,14.757490093541
"62.15.0","Kinne",511.47,3.51,34.9078275,1.46684962305024,346.041908968804,207.424680306204
"123.31.0","Kjeldstad i Garbergelva",146.02,2.6,7.2455124,0.409755588749252,78.2303592354767,48.9322965513562
"163.7.0","Kjemåvatn",36.49,8.17,1.3596174,0.155585603074428,11.6541849327967,8.4837269853363
"22.4.0","Kjølemo",1756.66,8.35,89.6072266,-1756.484334,726.62485298462,0
"12.113.0","Kråkefjord ndf.",703.99,4.6,15.1569047,1.26977980047847,123.406879043151,107.014368104881
"2.279.0","Kråkfoss",433.07,4.36,8.8952578,0.725154930869091,98.1649860519841,71.6397897159938
"2.280.0","Kringlerdal",264.22,5.84,5.601464,0.423881555114806,60.9448489545042,48.9459559719619
"133.7.0","Krinsvatn (Kringsvatnet)",205.69,7.97,12.4072208,1.12740556832628,135.312258535998,95.0312191298111
"75.23.0","Krokenelv",45.86,1.04,2.2338406,0.0929669393211924,34.9285062242877,19.3852254242257
"2.616.0","Kuggerud",47.65,3.25,0.7733595,0.0539728664765573,10.6690405233405,6.71579389112636
"123.34.0","Kulset bru",2051.02,6.73,68.1143742,7.35238287507533,558.81726361334,417.771916339751
"213.4.0","Kvalsund",124.86,6.83,3.9880284,0.321783427669551,55.9895021702144,43.6930397892691
"36.52.0","Kvanndalså",68.91,5.75,5.5879119,0.171579425217798,65.9377783431643,37.0200804466141
"2.439.0","Kvarstadseter",371.59,2.72,8.5317064,0.595299670161639,140.741632431756,97.8915556442462
"16.140.0","Kvenna",816.88,10.59,32.4546424,0.933041001267346,269.043029252141,221.895643086343
"2.213.0","Kvisla Bruk",162.48,6.41,2.5005672,0.240490513515609,21.2655877372932,18.8120467234719
"168.3.0","Lakså bru",26.85,10.26,1.76136,0.198713656174581,16.3822059002839,10.7714253129036
"151.28.0","Laksfors",3649.9,5.95,168.479384,18.5781277753315,1411.48408593909,854.122060213047
"166.1.0","Lakshola",230.35,12.95,14.111241,1.41748117493653,127.47470410569,96.5273905392428
"2.25.0","Lalm",3976.25,4.53,119.685125,12.2927471277374,910.936287359711,653.112209465946
"307.7.0","Landbru",62.95,10.3,2.584727,0.159899763999174,24.83247803289,17.991197240129
"74.16.0","Langedalen",24.23,5.29,1.2984857,0.0389131463989425,21.4635260946307,12.0476140276669
"12.188.0","Langtjernbekk",4.78,6.75,0.0858966,0.00615905074876628,1.39389529044084,0.912407328215988
"36.32.0","Lauvastøl",20.82,3.02,2.0033004,0.0481247443043368,31.8713930456581,17.3158846115572
"33.8.0","Leirberget i Årdal",520.89,14.47,44.2496055,7.84682971678568,391.204429951636,291.266489500557
"213.2.0","Leirbotnvatn",135.55,5.89,3.41586,0.267851805580786,42.9018553713557,37.5100126434329
"50.38.0","Leiro",115.46,8.97,7.516446,0,48.5878816441176,39.8444084297879
"172.7.0","Leirpoldvatn",18.73,4.68,0.8870528,0.0834464325556533,10.9187929976106,7.82144324073959
"2.634.0","Lena",182.53,1.39,2.7142211,0.186456022856979,38.7425332462262,28.7608160350477
"155.27.0","Lendingosen (Varnvatnet)",157.48,9.61,6.354318,0.593640324331704,69.0742454750648,45.5964914206844
"2.346.0","Lesjaverk (Lesjaskogvatnet)",91.29,3.4,1.6925166,0,20.9574699501657,20.9451607808051
"32.6.0","Liarvatn ndf.",56.45,14.41,5.124531,0.45626598735529,44.0879579501129,30.2113777211159
"2.479.0","Li bru",156.88,1.26,3.4921488,0.166133688928259,57.668166570994,34.4097566837373
"122.14.0","Lillebudal bru",168.28,1.47,5.4590032,0.246148001224665,71.9188241194068,45.0752458429386
"104.1.0","Lille Eikesdalsvatn",801.26,7.81,25.6643578,1.74223002600069,247.770471215013,199.457999120429
"19.107.0","Lilleelv",40.92,4.93,1.3814592,0.0417897017260847,13.5306490483902,10.5036657767311
"209.4.0","Lillefossen",330.68,4.3,8.696884,0.449080877257287,157.109659724092,132.649348237356
"21.47.0","Lislefjødd",18.88,2.44,0.7695488,0.0239963763377036,12.7502470122839,7.57969979293335
"73.1.0","Lo bru",562.76,8.13,19.1507228,0.56531046183015,196.600946005322,147.444448038693
"223.2.0","Lombola",873.35,4.53,17.589269,1.76704906972218,197.185450170775,175.230766096568
"2.132.0","Lomnessjø",1164,1.54,17.56476,2.55393094790777,181.948581528538,130.897276829841
"88.4.0","Lovatn",234.42,5.25,18.026898,0,116.65476761405,79.5173594403744
"196.12.0","Lundberg",247.66,0.96,10.835125,0.924934171267092,170.95153489674,111.695238988843
"313.10.0","Magnor",358.01,4.22,5.4095311,0.526625116967898,61.6797198411983,46.0596444322426
"196.35.0","Målselvfossen",3011.67,4.16,85.7723616,12.4797675165703,724.74446849551,554.795059933471
"206.3.0","Manndalen bru",199.9,2.65,5.545226,0.399620897143274,82.4539168159589,66.884765219241
"212.10.0","Masi",5617.53,7.47,72.2976111,51.8113218273752,678.202833170111,709.292197809998
"78.12.0","Mel",56.63,5.85,5.2224186,0,69.8307866488874,39.4276907401973
"124.16.0","Meråker (Samløp Funna)",815.17,5.61,30.6666954,2.61866316921411,297.439904418968,250.189707034861
"62.17.0","Mestad",138.67,6.13,13.215251,0.261121804731647,153.275493461162,130.123416313329
"194.4.0","Mevatn",178.58,6.93,9.482598,2.16885494343598,95.8552995005151,73.3433327737287
"148.2.0","Mevatnet",109.05,9.83,6.5964345,0.584716677675925,56.5962080526709,41.5403772011964
"36.9.0","Middal",46.11,4.04,3.7044774,0.0563883026902049,42.4842910263952,22.9391482266043
"2.267.0","Mistra bru",549.54,1.22,10.5566634,0.912219924919641,112.024717479491,72.5995016439345
"139.20.0","Moen",64.1,1.72,4.667762,0.216060860965061,59.4611514191953,31.5604463328028
"149.1.0","Møllehusfoss",87.14,7.62,7.1559368,0.495700852801837,88.2730170810012,57.5772863961096
"168.2.0","Mørsvik bru",31.2,9.39,1.847352,0.249860089939292,17.5226262315675,12.8375348005996
"24.8.0","Møska (Skolandsvatnet)",121.24,9.5,7.292586,0.490988854594528,64.8232884401415,46.8627723965318
"22.16.0","Myglevatn ndf.",182.52,6.03,8.0181036,0.327323796012749,84.0387065479612,65.4490537006758
"76.10.0","Myklemyr",574.42,3.52,44.5232942,0,430.695363900312,234.404016612876
"114.1.0","Myra",16.24,0.56,0.9315264,0.0442886262576819,14.7302105211345,7.86216125226362
"62.10.0","Myrkdalsvatn",157.54,4.2,11.5665868,0.524740164934298,124.447871774907,81.9544944286609
"111.10.0","Nauståa",24.49,3.02,1.4537264,0.0894737623039836,26.404251319874,15.4880407265841
"244.2.0","Neiden",2942.09,12.98,33.9517186,10.4856999844695,285.562506484172,234.381669278849
"151.15.0","Nervoll",654.37,2.99,29.5448055,1.31653480191431,303.961968431946,173.245323107311
"79.3.0","Nessedalselv",30.2,4.2,2.285536,0.0953907858702089,24.8169170816044,17.8344034492797
"76.5.0","Nigardsbrevatn",64.89,0.83,6.7563468,0,72.8468528496729,40.711107966998
"2.451.0","Nordre Osa",448.03,1.36,9.050206,0.875460910320062,117.195110483894,72.3821658010203
"311.6.0","Nybergsund",4420.59,10.18,71.9229993,14.3168943615564,490.702177029568,350.536177662659
"161.45.0","Nye Klipa",350.27,1.55,22.0389884,0,290.824279552241,165.456313360779
"74.24.0","Nyset",28.43,9.47,1.4504986,0.0648491249203582,17.5027997548912,10.9560661697041
"2.434.0","Ofossen",1579.68,5.32,60.9914448,0,545.570387865589,381.627428811978
"27.26.0","Ogna v/Hetland",70.28,6.2,4.4058532,0.339913576118372,51.6335771792862,31.1169916101415
"11.6.0","Oppsal",223.17,5.74,5.1083613,0.315427195922833,51.3577687407514,46.0446507684089
"12.9.0","Oppsjø bru",1716.38,10.24,58.7516874,2.54890754459376,448.532935197174,419.71999176041
"2.61.0","Orva",25.58,13.07,0.5069956,0.0340414549675479,5.26153356640299,4.23779032911847
"2.36.0","Øvre Heimdalsvatn",24.91,4.29,0.6491546,0.0184393101967068,10.4978330736528,8.32780890000297
"174.3.0","Øvstevatn (Litlevatnet)",28.38,1.7,1.2027444,0.110016874649164,17.7622303619675,11.708428047208
"98.4.0","Øye ndf.",139.28,4.48,9.3066896,0.797099110421763,106.306981071217,68.1849387875424
"36.34.0","Prestvika",2.56,0.09,0.1059328,0.00980411270985323,3.9414328468043,1.5980184587122
"123.20.0","Rate",3057.86,7.79,101.1540088,13.5666836080623,516.497327982881,396.158166057161
"19.82.0","Rauåna",8.71,0.12,0.2248922,0.00345382485851076,4.8782730021797,2.43428746418974
"103.40.0","Rauma v/Horgheim",1099.32,4.34,36.9041724,2.56127270427246,399.796985785839,281.420630061998
"103.3.0","Rauma v/Stuguflåten",377.75,3.73,10.237025,0.431794827869448,126.335159526081,100.770098101468
"103.19.0","Rauma v/Venge",1114.56,4.31,37.6832736,2.63862681488579,404.577825675811,278.744581139622
"171.7.0","Ravggajokka",68.69,5.17,3.4310655,0.551405859398145,40.6415906064747,26.891364645361
"26.29.0","Refsvatn",53.07,9.3,3.8311233,0.309147953323593,36.0791279509353,23.337109401866
"156.49.0","Reinfossen ndf.",3156.36,4.13,188.9397096,0,1429.88538556777,957.896511608103
"26.64.0","Rekedalselv",9.83,6.95,0.5761363,0.0321600828477312,7.03299012166709,4.16233393544249
"112.8.0","Rinna",88.89,3.29,4.1822745,0.185343131935601,48.2791487001475,35.1699605843355
"99.17.0","Rødøla",49.94,14.38,2.5724094,0.15178564138467,26.1965505191779,16.6724305191385
"55.4.0","Røykenes",50.47,3.83,5.0041005,0.326635350147039,54.7714516851349,36.4603300126323
"41.4.0","Rygg",93.52,14.67,9.3108512,0.517536626704242,78.4937492029118,64.5606650220186
"12.13.0","Rysna mvf.",51.13,5.62,1.7164341,0.0287530875882266,18.6033130225782,14.1885882894643
"2.284.0","Sælatunga",457.17,2.04,10.6246308,0.511239952166352,121.764590974353,94.3118556232059
"73.4.0","Sælthun",789.46,7.02,25.8469204,0.804464922244723,270.818257352139,193.74913655782
"8.6.0","Sæternbekken",6.15,0.12,0.115374,0.00303158038033982,2.77970748858932,1.38935135691827
"212.48.0","Sagafoss",234.01,5.43,3.7558605,0.363133236535395,52.6226674407627,45.4144143874708
"246.9.0","Sametielv",253.91,14.49,2.8463311,0.481103011662424,29.6995660854326,26.1112727454212
"26.21.0","Sandvatn",27.57,10.06,1.9100496,0.0767500298507692,19.836341269414,13.1438099226242
"29.11.0","Sandvedparken",23.94,3.94,0.9853704,0.0267796203880369,11.4640067761385,7.46725065171663
"161.18.0","Selfors bru",789.74,2.86,39.8107934,5.46233235340454,459.265546073179,289.83715532801
"12.99.0","Skålfoss",5106.73,6.9,127.3618462,14.1274024836576,1124.64099434453,670.911617907892
"162.3.0","Skarsvatn",145.37,6.73,5.2449496,0.887137967603619,63.7439539618622,49.621680738953
"160.7.0","Skauvoll",19.65,7.61,1.8437595,0.218814276742206,21.3681888341358,14.3775735349468
"139.25.0","Skjellbreivatn",426.32,13.67,11.8048008,1.92913059992862,97.597405679602,74.6522887928189
"86.12.0","Skjerdalselv",23.94,3.81,3.1718106,0,36.106596441648,20.8485599779018
"71.1.0","Skjerping",268.76,1.17,17.6279684,0.693821975516505,187.903648807535,122.17322967405
"224.1.0","Skoganvarre",913.04,6.19,14.6908136,1.65984068256306,155.448119992325,158.04129010987
"196.21.0","Skogly",1186.78,3.5,27.1060552,4.69086042427954,293.820674877714,254.667903932691
"97.5.0","Sleddalen",9.41,0.04,0.8392779,0.0331614601370407,13.8423468798413,7.0873394270763
"62.14.0","Slondalsvatn",41.55,10.33,3.413748,0.132697716702728,32.0107599065488,19.5589847961223
"12.114.0","Sogna v/Gardhammarfossen",492.29,3.75,9.1615169,0.743879159460071,111.9692835907,78.4718224234908
"77.3.0","Sogndalsvatn",109.91,4.31,8.6224395,0.801839821573247,81.4158670787521,57.925065539469
"22.22.0","Søgne",203.36,4.18,8.4353728,0.38964890068852,84.542601792604,57.227516617415
"19.104.0","Songedalsåi",65.93,3.96,2.0959147,0.180311324623005,24.0279035105162,20.2900373469514
"16.155.0","Sønnlandsvatn",374.53,8.68,11.7714779,0.673140214384658,131.152904583256,111.596777398435
"150.1.0","Sørra",6.92,0.02,0.2582544,0.0397425505717444,6.6737974555503,3.20283668012938
"111.9.0","Søya v/Melhus",137.01,1.45,8.76864,0.63967392684853,114.895805737822,72.9661679915983
"19.80.0","Stigvassåi",14.87,2.07,0.4055049,0.00853492979209712,7.72424073306623,4.47446545856182
"128.5.0","Støafoss",475.89,5.39,18.3741129,1.70018318821369,194.451638494874,117.164024928056
"41.1.0","Stordalsvatn",129.35,10.92,13.589511,1.17203678197735,92.1749841145504,70.2122051162535
"12.215.0","Storeskar",119.85,4.06,3.7716795,0.107251856434072,49.622506192123,36.0431798546378
"19.96.0","Storgama ovf.",0.59,11.39,0.0181248,0.000856982232226728,0.404308727905292,0.198384795364544
"2.611.0","Storsjøen ndf. Øra",2341.86,3.59,38.2191552,6.80821182699528,273.227280949256,211.587424920681
"2.633.0","Stortorp",86.56,3.83,1.6628176,0.105533256760259,18.4637844466411,15.0216179261863
"165.6.0","Strandå",23.35,4.06,1.0883435,0.149473114420647,14.7976685900556,9.67337721576072
"85.4.0","Straumstad (Solheimsvatnet)",109.13,6.34,13.7591104,1.68676398174393,118.463322025807,95.3329792528903
"159.5.0","Strømdalen",22.52,3.29,2.1317432,0.215991824565881,26.5050248973142,17.3208006726402
"73.2.0","Stuvane",994.5,7.29,33.29586,1.02799524250378,337.522972972377,237.229803969464
"73.27.0","Sula",30.55,9.49,1.0756655,0.0282153849902315,11.8962723423888,8.82245316532317
"12.192.0","Sundbyfoss",74.75,1.27,1.75812,0.0666088759311372,21.6861954482463,17.154417657905
"112.27.0","Surna v/Skjermo",924.58,4.66,40.9958772,2.98885638577769,385.909508255715,319.778932941049
"62.18.0","Svartavatn",72.05,3.94,8.01196,0.345714049253435,92.6482046656838,59.4202922429446
